,created_at,temp,hum,p25,p10
299,2019-10-24 16:01:07,28.4,90.2,1.1,1.1
899,2019-10-24 18:48:58,28.9,88.3,2.6,16.8
4377,2019-10-25 10:21:32,27.3,78.7,7.8,73.2
4378,2019-10-25 10:21:49,27.5,78.9,11.7,159.10001
4379,2019-10-25 10:22:05,27.3,78.8,10.8,121.2
4382,2019-10-25 10:22:54,27.5,78.9,16.7,234.60001
4383,2019-10-25 10:23:11,27.3,78.9,21.5,339.60001
4384,2019-10-25 10:23:27,27.4,79.7,21.8,341.20001
4385,2019-10-25 10:23:44,27.2,79.6,17.0,222.0
4387,2019-10-25 10:24:17,27.3,79.2,11.9,130.39999
4389,2019-10-25 10:24:50,27.4,79.1,11.7,122.9
4391,2019-10-25 10:25:22,27.5,78.8,11.8,121.0
4392,2019-10-25 10:25:39,27.4,78.7,12.5,123.7
4394,2019-10-25 10:26:12,27.5,78.7,11.9,132.89999
4395,2019-10-25 10:26:28,27.4,78.6,11.7,125.0
4397,2019-10-25 10:27:01,27.4,78.5,12.4,137.60001
4398,2019-10-25 10:27:18,27.4,78.5,12.6,144.0
4399,2019-10-25 10:27:34,27.4,78.4,12.3,118.0
4407,2019-10-25 10:29:46,27.6,78.5,9.6,92.6
4408,2019-10-25 10:30:03,27.5,78.4,9.4,84.5
4415,2019-10-25 10:31:59,27.2,77.9,11.8,113.2
4416,2019-10-25 10:32:15,27.4,78.0,11.6,108.9
4423,2019-10-25 10:34:11,27.6,78.3,10.4,95.0
4424,2019-10-25 10:34:28,27.3,78.1,10.7,96.7
4426,2019-10-25 10:35:01,27.4,78.2,10.0,94.9
4428,2019-10-25 10:35:35,27.8,78.6,11.3,94.1
4429,2019-10-25 10:35:51,27.6,78.4,10.4,93.5
4432,2019-10-25 10:36:41,27.4,78.2,11.3,94.0
4435,2019-10-25 10:37:31,27.2,78.0,10.3,87.3
4436,2019-10-25 10:37:48,27.9,78.6,10.0,81.8
4441,2019-10-25 10:39:11,28.8,79.2,10.1,69.3
4446,2019-10-25 10:40:34,27.4,78.2,9.9,84.7
4447,2019-10-25 10:40:51,27.7,78.4,9.5,80.7
4448,2019-10-25 10:41:07,28.6,79.1,8.9,64.3
4451,2019-10-25 10:41:57,27.5,78.2,9.7,79.9
4454,2019-10-25 10:42:47,27.6,78.3,9.9,67.7
4458,2019-10-25 10:43:53,28.6,79.2,9.2,66.5
4459,2019-10-25 10:44:08,27.4,78.3,9.0,65.4
4460,2019-10-25 10:44:25,28.5,79.2,8.5,58.7
4462,2019-10-25 10:44:57,27.7,78.5,8.5,58.8
4466,2019-10-25 10:46:00,28.3,79.2,9.6,69.0
4467,2019-10-25 10:46:15,27.5,78.4,9.2,64.3
8600,2019-10-26 20:22:19,29.0,88.6,12.7,113.4
8601,2019-10-26 20:22:35,29.0,88.6,19.7,245.89999
8602,2019-10-26 20:22:52,28.2,88.0,21.8,283.10001
8603,2019-10-26 20:23:08,28.2,88.1,19.0,238.5
8604,2019-10-26 20:23:24,28.8,88.5,18.6,217.8
8605,2019-10-26 20:23:40,28.3,88.1,18.5,204.60001
8606,2019-10-26 20:23:57,28.2,88.0,17.0,187.60001
8607,2019-10-26 20:24:13,29.0,88.7,16.7,178.5
8608,2019-10-26 20:24:29,28.7,88.5,16.4,166.60001
8610,2019-10-26 20:25:02,28.8,88.7,16.7,171.5
8611,2019-10-26 20:25:18,28.9,88.7,16.9,181.39999
8613,2019-10-26 20:25:51,28.9,88.7,15.7,163.89999
8615,2019-10-26 20:26:23,29.0,88.8,17.0,176.39999
8616,2019-10-26 20:26:40,29.0,88.8,16.3,171.60001
8617,2019-10-26 20:26:56,29.1,88.8,16.0,161.5
8618,2019-10-26 20:27:12,28.8,88.5,15.9,166.7
8619,2019-10-26 20:27:28,28.3,88.0,16.4,164.0
8620,2019-10-26 20:27:44,28.9,88.5,15.6,150.60001
8622,2019-10-26 20:28:15,28.9,88.4,15.4,161.89999
8624,2019-10-26 20:28:48,28.9,88.5,16.2,147.5
8625,2019-10-26 20:29:04,29.0,88.6,14.7,141.0
8626,2019-10-26 20:29:21,29.0,88.7,14.6,148.39999
8627,2019-10-26 20:29:37,28.8,88.5,14.9,137.60001
8628,2019-10-26 20:29:53,28.3,88.3,15.9,128.5
8629,2019-10-26 20:30:10,28.9,88.7,15.9,140.3
8630,2019-10-26 20:30:26,28.9,88.7,14.5,128.3
8631,2019-10-26 20:30:42,28.9,88.7,14.2,119.6
8632,2019-10-26 20:30:59,28.8,88.7,15.1,125.2
8633,2019-10-26 20:31:15,28.8,88.7,14.4,123.0
8634,2019-10-26 20:31:31,28.8,88.7,15.0,135.10001
8635,2019-10-26 20:31:48,28.8,88.7,15.1,133.10001
8636,2019-10-26 20:32:05,28.8,88.8,14.6,120.1
8637,2019-10-26 20:32:21,28.3,88.4,13.6,123.5
8638,2019-10-26 20:32:37,28.9,88.7,13.8,121.7
8657,2019-10-26 20:37:46,28.2,87.5,13.9,92.6
8658,2019-10-26 20:38:01,28.9,87.9,14.0,92.4
8688,2019-10-26 20:46:11,29.1,85.2,12.6,64.9
8698,2019-10-26 20:48:57,29.1,84.6,13.2,68.1
8708,2019-10-26 20:51:41,29.2,84.1,12.2,65.7
14513,2019-10-27 22:50:48,28.0,77.8,96.3,118.9
14525,2019-10-27 22:53:57,29.0,78.6,97.9,122.7
14669,2019-10-27 23:32:31,28.2,78.1,107.1,132.8
14670,2019-10-27 23:32:47,28.9,78.7,107.1,131.89999
14704,2019-10-27 23:42:01,28.2,78.3,108.5,133.2
14827,2019-10-28 00:14:33,27.9,78.2,120.8,148.8
14876,2019-10-28 00:27:40,27.7,78.1,123.2,156.8
14882,2019-10-28 00:29:16,28.8,79.0,125.3,156.7
14911,2019-10-28 00:37:06,28.8,79.1,129.8,161.3
14912,2019-10-28 00:37:22,28.9,79.2,129.2,161.8
14952,2019-10-28 00:48:16,27.9,78.5,132.60001,168.39999
14971,2019-10-28 00:53:27,27.9,78.6,137.3,179.0
15002,2019-10-28 01:01:44,27.8,78.5,140.0,181.8
15003,2019-10-28 01:01:59,28.8,79.3,140.3,183.7
15037,2019-10-28 01:10:54,28.7,79.3,141.5,181.3
15134,2019-10-28 01:37:03,27.9,78.8,147.7,192.39999
15176,2019-10-28 01:48:23,27.9,78.9,149.10001,194.60001
15215,2019-10-28 01:59:00,27.7,78.8,151.0,195.5
15319,2019-10-28 02:27:30,28.3,79.4,150.39999,191.89999
15493,2019-10-28 03:14:06,27.6,79.1,141.0,172.10001
15497,2019-10-28 03:15:12,27.9,79.3,143.3,171.39999
15498,2019-10-28 03:15:28,27.6,79.1,141.8,168.89999
15506,2019-10-28 03:17:38,28.2,79.6,141.39999,168.89999
15512,2019-10-28 03:19:17,27.6,79.1,140.2,172.3
15547,2019-10-28 03:28:52,27.9,79.4,134.60001,163.7
15568,2019-10-28 03:34:29,27.8,79.3,132.5,156.7
15586,2019-10-28 03:39:11,28.9,80.2,129.89999,154.3
15587,2019-10-28 03:39:27,27.9,79.4,127.6,151.3
15593,2019-10-28 03:41:01,27.6,79.3,127.7,157.0
15596,2019-10-28 03:41:48,28.2,79.7,128.2,157.60001
15604,2019-10-28 03:43:54,28.0,79.6,127.4,150.60001
15605,2019-10-28 03:44:10,28.0,79.6,126.8,149.2
15640,2019-10-28 03:53:25,27.6,79.3,119.8,141.3
15647,2019-10-28 03:55:17,28.3,79.9,118.9,144.8
15654,2019-10-28 03:57:08,27.8,79.6,118.4,144.7
15667,2019-10-28 04:00:41,28.2,79.9,116.1,140.60001
15668,2019-10-28 04:00:57,27.6,79.3,116.1,140.60001
15669,2019-10-28 04:01:13,27.9,79.6,117.0,143.0
15678,2019-10-28 04:03:37,27.7,79.5,114.8,134.60001
15679,2019-10-28 04:03:53,27.8,79.6,114.8,134.8
15690,2019-10-28 04:06:50,28.2,79.9,111.1,134.5
15691,2019-10-28 04:07:06,28.4,80.1,110.4,131.39999
15692,2019-10-28 04:07:22,28.0,79.8,111.0,128.8
15698,2019-10-28 04:08:59,28.2,79.9,110.4,130.89999
15703,2019-10-28 04:10:19,28.0,79.7,107.7,123.4
15704,2019-10-28 04:10:36,28.8,80.4,107.0,125.1
15705,2019-10-28 04:10:52,28.1,79.9,108.4,130.60001
15706,2019-10-28 04:11:08,27.6,79.4,109.0,131.5
15707,2019-10-28 04:11:24,28.1,79.9,106.6,128.3
15709,2019-10-28 04:11:56,28.2,79.9,107.6,127.7
15712,2019-10-28 04:12:45,28.0,79.9,107.5,130.2
15713,2019-10-28 04:13:01,28.3,80.0,106.2,127.9
15758,2019-10-28 04:25:12,28.8,80.5,97.8,120.8
15762,2019-10-28 04:26:17,27.9,79.9,94.3,111.4
15766,2019-10-28 04:27:23,27.9,79.8,95.7,110.0
15776,2019-10-28 04:30:07,28.2,80.1,94.0,110.9
15778,2019-10-28 04:30:40,27.8,79.8,92.5,108.3
15781,2019-10-28 04:31:29,27.8,79.8,91.5,110.7
15782,2019-10-28 04:31:45,27.7,79.7,90.8,109.4
15787,2019-10-28 04:33:07,27.9,79.9,91.4,108.5
15792,2019-10-28 04:34:50,27.8,79.8,89.3,103.6
15793,2019-10-28 04:35:07,27.7,79.8,88.5,103.3
15801,2019-10-28 04:37:19,27.9,80.0,86.8,99.1
15812,2019-10-28 04:40:39,27.6,79.7,85.1,97.6
15820,2019-10-28 04:42:48,28.1,80.0,84.4,96.4
15823,2019-10-28 04:43:35,28.0,79.9,84.6,97.7
15843,2019-10-28 04:48:48,27.6,79.7,80.6,93.9
15850,2019-10-28 04:50:38,27.9,79.9,78.9,94.0
15868,2019-10-28 04:55:20,27.6,79.7,75.5,87.9
15869,2019-10-28 04:55:36,27.9,80.0,75.9,88.4
15899,2019-10-28 05:03:30,27.7,79.8,70.5,82.3
15919,2019-10-28 05:08:48,28.0,80.0,67.8,77.4
34426,2019-11-05 23:08:34,23.9,89.0,142.3,197.2
34491,2019-11-05 23:26:44,24.2,89.8,143.2,200.3
34497,2019-11-05 23:28:26,24.0,89.5,142.2,195.60001
34501,2019-11-05 23:29:33,24.2,89.6,144.10001,212.60001
34557,2019-11-05 23:45:27,24.0,88.7,142.5,212.10001
35247,2019-11-06 02:54:44,23.1,90.4,137.0,221.60001
35481,2019-11-06 03:58:03,22.8,91.7,142.5,231.0
35509,2019-11-06 04:05:49,22.8,92.4,149.60001,253.8
35524,2019-11-06 04:10:02,23.0,92.4,147.8,261.29999
35531,2019-11-06 04:11:59,23.2,92.4,149.39999,254.8
35535,2019-11-06 04:13:07,23.0,92.1,149.2,253.60001
35536,2019-11-06 04:13:23,23.0,92.1,149.7,255.8
35538,2019-11-06 04:13:57,23.1,92.0,151.89999,255.39999
35539,2019-11-06 04:14:14,23.0,92.0,150.3,256.10001
35606,2019-11-06 04:33:08,22.9,93.3,149.2,262.29999
35647,2019-11-06 04:44:10,22.7,93.5,142.8,255.10001
35959,2019-11-06 06:10:13,22.7,94.0,135.0,254.0
35960,2019-11-06 06:10:30,22.7,94.0,134.39999,255.89999
35976,2019-11-06 06:14:48,22.7,94.0,135.5,255.5
35991,2019-11-06 06:18:46,22.8,93.6,135.60001,254.39999
35992,2019-11-06 06:19:02,22.8,93.6,136.89999,263.0
36082,2019-11-06 06:43:10,22.8,93.5,142.0,256.70001
36156,2019-11-06 07:03:25,23.4,93.8,136.8,221.60001
36180,2019-11-06 07:10:01,23.1,92.8,144.10001,258.5
36253,2019-11-06 07:30:20,23.7,92.5,155.2,252.10001
36254,2019-11-06 07:30:37,23.7,92.5,157.2,261.39999
36255,2019-11-06 07:30:54,23.6,92.5,155.39999,260.89999
36256,2019-11-06 07:31:11,23.7,92.6,158.7,267.79999
36260,2019-11-06 07:32:18,23.6,92.6,161.2,260.29999
36261,2019-11-06 07:32:35,23.7,92.6,160.89999,253.7
36269,2019-11-06 07:34:50,23.8,92.4,157.7,249.89999
36271,2019-11-06 07:35:24,23.8,92.4,159.60001,260.5
36274,2019-11-06 07:36:15,23.7,92.3,158.0,260.20001
36276,2019-11-06 07:36:49,23.7,92.3,160.3,262.20001
36285,2019-11-06 07:39:21,24.6,92.1,155.39999,245.7
36286,2019-11-06 07:39:38,24.7,92.1,154.3,246.2
36287,2019-11-06 07:39:55,24.6,92.1,154.3,254.8
36291,2019-11-06 07:41:03,23.9,91.9,154.10001,245.8
36299,2019-11-06 07:43:19,24.6,92.3,152.39999,238.60001
36305,2019-11-06 07:45:01,24.6,92.3,155.10001,245.5
36310,2019-11-06 07:46:27,24.7,92.1,158.39999,249.89999
36314,2019-11-06 07:47:35,24.9,92.0,161.0,260.20001
36355,2019-11-06 07:58:34,25.0,90.9,160.5,253.39999
36374,2019-11-06 08:03:37,25.6,88.8,156.3,237.3
36378,2019-11-06 08:04:41,26.0,88.3,153.2,226.7
36383,2019-11-06 08:06:01,26.0,87.8,153.10001,228.3
36388,2019-11-06 08:07:22,26.3,89.8,157.60001,242.39999
36389,2019-11-06 08:07:38,26.3,89.8,160.39999,247.0
36390,2019-11-06 08:07:54,26.4,89.7,161.2,241.39999
36393,2019-11-06 08:08:42,26.3,89.0,156.39999,237.10001
36397,2019-11-06 08:09:46,26.3,88.8,157.39999,235.7
36399,2019-11-06 08:10:19,26.4,88.8,156.89999,238.2
36400,2019-11-06 08:10:36,25.7,88.6,159.7,242.0
36401,2019-11-06 08:10:52,25.5,88.5,157.60001,242.39999
36409,2019-11-06 08:13:00,26.1,86.1,144.2,219.0
36414,2019-11-06 08:14:21,26.3,86.0,144.39999,212.3
36415,2019-11-06 08:14:38,26.3,85.9,144.60001,216.39999
36423,2019-11-06 08:16:47,26.3,85.1,144.5,215.8
36424,2019-11-06 08:17:03,26.3,85.1,146.0,216.3
36426,2019-11-06 08:17:36,26.4,85.0,150.89999,222.39999
36429,2019-11-06 08:18:24,26.5,84.9,147.2,212.89999
36432,2019-11-06 08:19:13,26.4,84.5,146.0,218.8
36433,2019-11-06 08:19:29,25.8,84.2,144.60001,214.60001
36438,2019-11-06 08:20:50,26.4,84.8,148.7,215.5
36443,2019-11-06 08:22:11,26.4,83.9,146.5,213.89999
36448,2019-11-06 08:23:33,26.8,84.6,147.3,216.7
36449,2019-11-06 08:23:49,25.7,83.8,148.7,214.60001
36451,2019-11-06 08:24:21,25.7,84.6,151.39999,228.39999
36453,2019-11-06 08:24:54,26.7,85.8,150.7,222.2
36454,2019-11-06 08:25:10,26.4,86.0,154.5,227.89999
36460,2019-11-06 08:26:48,26.6,85.5,154.0,229.0
36470,2019-11-06 08:29:31,26.7,85.2,153.0,225.5
36473,2019-11-06 08:30:20,26.9,85.0,150.3,217.2
36478,2019-11-06 08:31:42,26.8,83.0,151.39999,231.39999
36480,2019-11-06 08:32:15,26.6,82.4,151.2,241.7
36483,2019-11-06 08:33:05,25.9,81.5,151.39999,230.60001
36487,2019-11-06 08:34:10,26.8,81.8,151.8,239.5
36492,2019-11-06 08:35:33,26.6,81.3,149.89999,229.0
36497,2019-11-06 08:36:55,26.8,81.2,151.89999,243.5
36502,2019-11-06 08:38:38,26.9,81.9,148.7,229.5
36504,2019-11-06 08:39:11,26.6,81.7,152.7,238.8
36505,2019-11-06 08:39:27,26.6,81.9,151.2,237.3
36524,2019-11-06 08:44:41,26.5,81.6,151.39999,241.89999
36525,2019-11-06 08:44:57,26.9,81.8,150.89999,238.7
36530,2019-11-06 08:46:20,26.6,81.3,151.89999,244.2
36531,2019-11-06 08:46:55,26.7,82.2,155.2,268.0
36532,2019-11-06 08:47:12,26.8,82.8,156.5,317.5
36533,2019-11-06 08:47:29,26.9,83.3,161.5,386.20001
36534,2019-11-06 08:47:45,26.9,84.2,169.39999,451.0
36535,2019-11-06 08:48:02,27.5,84.5,164.3,385.20001
36536,2019-11-06 08:48:19,26.6,83.6,160.3,351.70001
36537,2019-11-06 08:48:54,26.9,84.7,160.2,363.0
36538,2019-11-06 08:49:10,26.7,85.0,157.7,314.60001
36539,2019-11-06 08:49:27,26.7,85.2,154.39999,265.5
36540,2019-11-06 08:49:43,27.5,85.9,155.60001,262.39999
36542,2019-11-06 08:50:14,26.9,85.5,154.3,255.8
36543,2019-11-06 08:50:31,26.5,85.1,154.89999,267.60001
36544,2019-11-06 08:50:48,26.9,85.3,158.7,307.39999
36545,2019-11-06 08:51:04,26.6,85.3,160.39999,335.39999
36546,2019-11-06 08:51:19,26.6,85.2,156.0,316.20001
36547,2019-11-06 08:51:35,26.9,85.5,154.7,295.10001
36548,2019-11-06 08:51:51,26.4,84.6,152.0,275.39999
36549,2019-11-06 08:52:07,26.7,84.5,148.2,268.10001
36550,2019-11-06 08:52:23,26.5,83.8,148.0,286.20001
36551,2019-11-06 08:52:39,27.0,84.9,153.8,369.20001
36552,2019-11-06 08:52:54,26.4,83.7,149.39999,343.89999
36556,2019-11-06 08:53:58,26.8,84.7,148.5,296.89999
36557,2019-11-06 08:54:13,27.0,83.8,144.2,302.5
36558,2019-11-06 08:54:29,26.9,83.4,132.3,275.89999
36559,2019-11-06 08:54:45,27.1,83.2,125.5,267.10001
36560,2019-11-06 08:55:01,27.1,82.8,122.7,266.60001
36561,2019-11-06 08:55:17,26.4,81.8,120.5,254.10001
36562,2019-11-06 08:55:32,26.5,82.3,122.5,244.89999
36563,2019-11-06 08:55:48,26.7,82.5,124.6,244.39999
36564,2019-11-06 08:56:04,26.6,82.1,119.9,224.0
36657,2019-11-06 09:20:37,27.0,75.9,91.7,251.2
36658,2019-11-06 09:20:53,27.3,76.4,92.1,257.89999
36659,2019-11-06 09:21:08,27.0,76.2,89.4,227.5
36660,2019-11-06 09:21:24,27.2,76.4,87.6,182.39999
36662,2019-11-06 09:21:56,27.4,76.8,88.0,179.39999
36666,2019-11-06 09:22:59,27.3,76.0,92.5,176.39999
36667,2019-11-06 09:23:15,27.5,76.3,95.1,237.89999
36668,2019-11-06 09:23:31,27.3,76.2,94.9,253.7
36671,2019-11-06 09:24:18,26.7,76.5,92.7,256.0
36672,2019-11-06 09:24:34,27.3,77.2,93.0,263.10001
36673,2019-11-06 09:24:50,27.0,76.9,89.7,195.3
46700,2019-11-08 08:35:54,25.0,87.7,98.6,201.89999
46701,2019-11-08 08:36:10,25.0,87.7,110.1,395.60001
46702,2019-11-08 08:36:26,25.2,87.7,119.3,593.0
46703,2019-11-08 08:36:42,25.2,87.6,113.1,510.70000999999996
46704,2019-11-08 08:36:58,25.1,87.5,106.7,386.70001
46705,2019-11-08 08:37:13,25.1,87.7,104.7,314.29999
46706,2019-11-08 08:37:29,25.4,88.0,104.0,306.29999
46707,2019-11-08 08:37:45,25.0,87.8,107.9,391.0
46708,2019-11-08 08:38:01,24.8,87.6,106.5,410.60001
46709,2019-11-08 08:38:17,25.2,87.7,101.7,307.79999
46710,2019-11-08 08:38:33,25.1,87.7,100.9,254.3
46711,2019-11-08 08:38:48,25.6,88.3,101.3,232.10001
46712,2019-11-08 08:39:04,25.1,87.9,98.6,203.8
46713,2019-11-08 08:39:20,24.7,87.8,96.7,199.5
46714,2019-11-08 08:39:36,24.8,87.9,97.4,202.8
46715,2019-11-08 08:39:52,24.8,87.9,98.1,241.60001
46716,2019-11-08 08:40:07,24.9,88.0,99.2,264.39999
46717,2019-11-08 08:40:23,25.2,88.1,99.3,254.60001
46718,2019-11-08 08:40:39,25.0,87.9,99.6,253.0
46719,2019-11-08 08:40:55,24.8,87.4,98.8,225.3
46720,2019-11-08 08:41:11,24.9,87.5,97.3,227.89999
46721,2019-11-08 08:41:27,24.8,87.5,97.2,233.2
46722,2019-11-08 08:41:42,25.1,87.6,99.1,228.5
46723,2019-11-08 08:41:58,25.0,87.5,102.1,262.29999
46724,2019-11-08 08:42:14,25.1,87.5,103.3,279.60001
46725,2019-11-08 08:42:30,24.8,87.1,102.3,252.5
46726,2019-11-08 08:42:46,25.2,86.8,99.8,219.0
46727,2019-11-08 08:43:02,25.2,86.5,99.5,209.3
46728,2019-11-08 08:43:17,25.2,86.1,101.3,216.0
46729,2019-11-08 08:43:33,24.9,85.6,100.5,198.7
46744,2019-11-08 08:47:31,25.1,85.1,99.4,199.2
46776,2019-11-08 08:56:02,25.8,82.4,104.0,233.10001
46777,2019-11-08 08:56:18,26.5,82.7,103.6,251.0
46778,2019-11-08 08:56:34,26.5,82.6,101.7,226.5
46779,2019-11-08 08:56:50,26.4,82.3,101.6,212.3
46788,2019-11-08 08:59:34,26.7,80.8,108.2,202.5
46789,2019-11-08 08:59:50,26.6,80.3,110.0,205.60001
46791,2019-11-08 09:00:23,26.6,80.1,108.7,208.8
46820,2019-11-08 09:08:32,26.4,83.0,112.5,276.20001
46821,2019-11-08 09:08:48,26.6,83.4,116.5,348.79999
46822,2019-11-08 09:09:04,26.9,83.9,116.1,341.60001
46823,2019-11-08 09:09:20,26.6,83.8,112.2,275.20001
46824,2019-11-08 09:09:37,26.7,84.0,111.6,272.89999
46825,2019-11-08 09:09:53,26.4,83.8,116.3,317.89999
46826,2019-11-08 09:10:09,26.9,84.2,119.4,341.29999
46827,2019-11-08 09:10:25,26.4,83.9,115.2,294.20001
46828,2019-11-08 09:10:41,26.4,83.9,111.3,230.10001
46829,2019-11-08 09:10:58,26.5,84.1,111.0,204.8
46842,2019-11-08 09:14:29,26.7,84.9,115.7,276.39999
46843,2019-11-08 09:14:45,26.0,84.7,123.5,393.20001
46844,2019-11-08 09:15:01,26.3,85.2,125.5,445.20000999999996
46845,2019-11-08 09:15:17,26.3,85.2,124.1,429.10000999999994
46846,2019-11-08 09:15:34,26.3,85.2,119.2,342.70001
46847,2019-11-08 09:16:10,26.7,85.2,114.4,228.89999
46848,2019-11-08 09:16:27,26.4,84.8,111.3,210.7
46849,2019-11-08 09:16:43,26.7,85.3,111.2,216.89999
50629,2019-11-09 03:05:05,22.3,94.0,117.8,214.8
50680,2019-11-09 03:18:58,22.7,93.3,116.2,213.60001
50681,2019-11-09 03:19:16,22.7,93.3,117.5,215.39999
50770,2019-11-09 03:43:35,23.0,92.8,116.2,215.0
51855,2019-11-09 08:40:53,24.9,87.7,132.0,254.2
51904,2019-11-09 08:54:24,26.4,87.1,124.6,257.20001
51905,2019-11-09 08:54:39,26.2,87.0,125.1,315.29999
51906,2019-11-09 08:54:55,26.4,87.1,127.1,329.39999
51907,2019-11-09 08:55:11,26.2,86.9,128.0,296.60001
51908,2019-11-09 08:55:27,26.1,86.9,128.3,305.20001
51909,2019-11-09 08:55:43,26.3,86.9,125.8,304.10001
51910,2019-11-09 08:55:59,26.3,86.9,125.7,294.20001
51911,2019-11-09 08:56:15,26.4,86.9,124.3,274.70001
51912,2019-11-09 08:56:34,26.4,86.9,125.4,270.70001
51913,2019-11-09 08:56:50,26.4,86.8,125.1,267.39999
51914,2019-11-09 08:57:05,26.0,86.3,126.2,280.5
51915,2019-11-09 08:57:24,26.2,86.4,126.2,295.10001
51916,2019-11-09 08:57:41,26.6,86.6,125.0,293.39999
51917,2019-11-09 08:57:56,26.5,86.3,123.9,265.39999
51918,2019-11-09 08:58:15,26.3,86.2,123.8,243.0
51919,2019-11-09 08:58:33,26.2,86.2,123.2,234.39999
51921,2019-11-09 08:59:05,26.6,86.7,125.2,230.10001
51922,2019-11-09 08:59:23,26.4,86.5,120.7,233.2
51923,2019-11-09 08:59:39,26.5,86.3,118.5,238.89999
51924,2019-11-09 08:59:55,26.3,86.1,121.2,223.7
52042,2019-11-09 09:32:56,26.6,74.6,100.9,202.2
52043,2019-11-09 09:33:12,26.6,74.8,106.4,293.20001
